Sat Nov 16 01:28:43 2024    profile_stats

         137885 function calls (129299 primitive calls) in 0.335 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\getlimits.py:636(iinfo)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\_weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_index_tricks_impl.py:110(nd_grid)
        8    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\typing.py:2866(_namedtuple_mro_entries)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        4    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\mixins.py:53(_unary_method)
       25    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\inspect.py:602(<lambda>)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_exceptions.py:38(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\introspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_index_tricks_impl.py:269(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_arrayterator_impl.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\random.py:222(__init_subclass__)
        3    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_ufunc_config.py:431(__init__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\arrayprint.py:1424(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_datasource.py:195(DataSource)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_index_tricks_impl.py:552(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        7    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       10    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\__future__.py:83(__init__)
        7    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\enum.py:1292(value)
        1    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\shop.py:699(ShopSlotNoneItem)
        8    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\re\_compiler.py:407(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\_weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_typing\_dtype_like.py:66(_DTypeDictBase)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:137(_RLock)
        3    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\typing.py:984(_is_typevar_like)
        4    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\typing.py:2887(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_globals.py:52(__new__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:322(CDLL)
       15    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\teams.py:347(_pet)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        2    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\enum.py:986(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_array_api_info.py:29(__array_namespace_info__)
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\records.py:196(record)
        3    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:510(CFunctionType)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_typing\_dtype_like.py:72(_DTypeDict)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\random.py:876(SystemRandom)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_ufunc_config.py:364(errstate)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_typing\_nested_sequence.py:18(_NestedSequence)
        3    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\pickle.py:194(_Framer)
        2    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:373(_FuncPtr)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\memmap.py:21(memmap)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_arraysetops_impl.py:392(UniqueAllResult)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:1040(_set_native_id)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:1354(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_internal.py:210(dummy_ctype)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_index_tricks_impl.py:586(__init__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_iotools.py:132(LineSplitter)
        2    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_index_tricks_impl.py:340(__init__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_index_tricks_impl.py:321(__init__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_typing\_dtype_like.py:82(_SupportsDType)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\records.py:282(recarray)
        4    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:443(__init__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:445(Semaphore)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\records.py:56(format_parser)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_utils_impl.py:119(_Deprecate)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_index_tricks_impl.py:643(ndindex)
        1    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\rand.py:4(MockRandomState)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:299(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_globals.py:32(_NoValueType)
        2    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:102(CFunctionType)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_datasource.py:73(_FileOpeners)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_utils\_convertions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\arrayprint.py:1361(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_index_tricks_impl.py:214(MGridClass)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\__future__.py:81(_Feature)
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\functools.py:965(__init__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\inspect.py:296(isclass)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:157(py_object)
        2    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_index_tricks_impl.py:146(__init__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_datasource.py:98(__init__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_arraysetops_impl.py:399(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_arraysetops_impl.py:404(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:532(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
        1    0.000    0.000    0.000    0.000 <frozen os>:1127(__init__)
        4    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\typing.py:1990(<genexpr>)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\exceptions.py:109(AxisError)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_pytesttester.py:45(PytestTester)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_npyio_impl.py:41(BagObj)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_index_tricks_impl.py:593(ndenumerate)
        1    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\battle.py:316(RBattle)
        3    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\fromnumeric.py:3075(_max_dispatcher)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:402(PyDLL)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_index_tricks_impl.py:744(IndexExpression)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_typing\_array_like.py:39(_SupportsArray)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_typing\__init__.py:10(NBitBase)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_typing\_array_like.py:44(_SupportsArrayFunc)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:1036(_set_ident)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:1407(Timer)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:302(__exit__)
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        2    0.000    0.000    0.000    0.000 <frozen zipimport>:303(_is_dir)
        5    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\enum.py:251(__init__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_exceptions.py:56(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\_endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_index_tricks_impl.py:276(OGridClass)
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._set_promotion_state}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_exceptions.py:80(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\dtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\numbers.py:37(Number)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\arrayprint.py:1273(IntegerFormat)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\arrayprint.py:1335(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_index_tricks_impl.py:455(RClass)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_stride_tricks_impl.py:20(DummyArray)
        4    0.000    0.000    0.000    0.000 c:\Users\Kobo\sapai\sapai\teams.py:265(battle)
        2    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\functools.py:970(__set_name__)
        5    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\enum.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\typing.py:2554(final)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\arrayprint.py:1398(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:257(c_wchar_p)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\_endian.py:48(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\arrayprint.py:1302(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_index_tricks_impl.py:559(CClass)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\pickle.py:73(PickleError)
        2    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\arrayprint.py:527(_recursive_guard)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\arrayprint.py:1292(BoolFormat)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:241(c_char_p)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:433(OleDLL)
        2    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_index_tricks_impl.py:791(__init__)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\linalg\_linalg.py:73(LinAlgError)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_exceptions.py:71(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\exceptions.py:48(ComplexWarning)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\numerictypes.py:364(_PreprocessDTypeError)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_ufunc_config.py:357(_unspecified)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\_internal.py:256(c_void_p)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:166(c_short)
        1    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\typing.py:3033(<lambda>)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\multiarray.py:1101(copyto)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\exceptions.py:202(DTypePromotionError)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_core\arrayprint.py:1393(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:411(WinDLL)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:420(HRESULT)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\_endian.py:55(BigEndianUnion)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_iotools.py:422(ConverterError)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\linalg\linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_typing\__init__.py:79(_64Bit)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:1437(_MainThread)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\exceptions.py:59(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\exceptions.py:76(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:170(c_ushort)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:178(c_ulong)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:195(c_float)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:224(c_ubyte)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:231(c_byte)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:262(c_wchar)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\_endian.py:34(_swapped_struct_meta)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\_endian.py:35(_swapped_union_meta)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_iotools.py:438(ConversionWarning)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:1234(daemon)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\threading.py:831(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\exceptions.py:87(RankWarning)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\exceptions.py:97(TooHardError)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:174(c_long)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:199(c_double)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:203(c_longdouble)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:213(c_longlong)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:217(c_ulonglong)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:236(c_char)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:247(c_void_p)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\ctypes\__init__.py:252(c_bool)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\lib\_iotools.py:430(ConverterLockError)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_typing\__init__.py:70(_128Bit)
        1    0.000    0.000    0.000    0.000 D:\miniconda3\envs\SAPAI\Lib\site-packages\numpy-2.1.3-py3.12-win-amd64.egg\numpy\_typing\__init__.py:67(_256Bit)
